ID,Geburtsdatum,Alter,Geschlecht,Familienstand,HatKinder,Zahlmethode,DAUER_Kundenbeziehung,Region,Bundesland,Gebiet,Umsatz_Total,Umsatz_letztes_Quartal,Oekostrom,Fernwaermeabnehmer,Churn
1437,1989-08-07,63,M,,nein,Ueberweisung,11,Norddeutschland,Nordrhein-Westfalen,Stadt,9033.56,434.334,1,1,Kunde
1438,1985-11-03,68,M,verheiratet,ja,Paypal,11,Norddeutschland,Niedersachsen,Land,340.901,227.882,0,0,Kuendiger
1439,1983-10-13,28,M,,nein,Kreditkarte,11,Norddeutschland,Mecklenburg-Vorpommern,Stadt,9656.35,364.492,0,1,Kuendiger
1440,1984-01-30,69,M,,nein,Kreditkarte,11,Norddeutschland,Nordrhein-Westfalen,Land,6710.83,428.264,1,1,Kuendiger
1441,1982-03-15,78,M,,nein,Kreditkarte,11,Sueddeutschland,Rheinland-Pfalz,Stadt,5969.98,554.08,0,0,Kuendiger
1442,1982-07-15,26,F,single,ja,Kreditkarte,11,Norddeutschland,Berlin,Stadt,5737.24,125.0094,0,1,Kuendiger
1443,1968-06-10,73,M,verheiratet,ja,Kreditkarte,11,Norddeutschland,Niedersachsen,Land,701.068,185.3196,0,0,Kuendiger
1444,1987-08-13,32,M,single,nein,Kreditkarte,11,Sueddeutschland,Hessen,Stadt,2417.68,285.822,0,1,Kuendiger
1445,1985-11-23,65,M,,nein,Paypal,11,Sueddeutschland,Thueringen,Stadt,8278.38,462.598,1,1,Kuendiger
1446,1984-05-27,54,F,,nein,Kreditkarte,11,Norddeutschland,Nordrhein-Westfalen,Stadt,1165.95,522.406,1,1,Kuendiger
1447,1984-01-17,82,F,verheiratet,ja,Ueberweisung,11,Norddeutschland,Niedersachsen,Stadt,7726.55,518.528,0,0,Kuendiger
1448,1986-07-29,21,F,single,ja,Paypal,11,Sueddeutschland,Sachsen,Stadt,6423.68,470.018,1,0,Kunde
1449,1986-02-16,65,F,single,nein,Kreditkarte,11,Norddeutschland,Nordrhein-Westfalen,Stadt,2394.78,266.02,1,0,Kunde
1450,1957-11-20,50,F,,nein,Kreditkarte,11,Norddeutschland,Hamburg,Stadt,2139.62,579.074,0,1,Kunde
1451,1975-02-04,87,M,,nein,Kreditkarte,11,Norddeutschland,Bremen,Land,8570.58,56.32,0,0,Kuendiger
1452,1972-01-29,30,F,,nein,Ueberweisung,11,Norddeutschland,Nordrhein-Westfalen,Stadt,1786.69,385.226,0,0,Kuendiger
1453,1972-01-30,18,M,verheiratet,ja,Kreditkarte,11,Sueddeutschland,Bayern,Stadt,3744.36,56.32,0,0,Kunde
1454,1985-04-10,25,F,single,nein,Kreditkarte,11,Norddeutschland,Bremen,Stadt,1010.77,56.32,0,1,Kuendiger
1455,1975-02-04,48,M,single,nein,Paypal,11,Norddeutschland,Berlin,Stadt,3959.87,438.34,0,0,Kuendiger
1456,1978-08-17,51,F,verheiratet,nein,Kreditkarte,11,Norddeutschland,Niedersachsen,Stadt,3211.84,56.32,0,0,Kunde
1457,1976-04-21,70,F,verheiratet,ja,Kreditkarte,11,Sueddeutschland,Saarland,Stadt,6163.97,125.22,0,0,Kunde
1458,1986-05-01,44,F,,ja,Paypal,11,Sueddeutschland,Sachsen-Anhalt,Stadt,,496.712,0,0,Kuendiger
1459,1966-01-18,50,M,verheiratet,ja,Kreditkarte,11,Sueddeutschland,Bayern,Stadt,1923.12,301.508,0,0,Kuendiger
1460,1966-02-08,94,M,,ja,Kreditkarte,11,Sueddeutschland,Thueringen,Stadt,6675.56,107.752,0,0,Kunde
1461,1970-02-02,70,M,single,nein,Kreditkarte,11,Norddeutschland,Niedersachsen,Land,4221.18,239.356,0,0,Kuendiger
1462,1984-01-06,41,F,verheiratet,ja,Paypal,3,Sueddeutschland,Bayern,Land,4356.34,349.414,0,0,Kuendiger
1463,1980-07-12,34,M,,nein,Ueberweisung,11,Sueddeutschland,Sachsen-Anhalt,Land,4972.87,23.1086,1,0,Kuendiger
1464,1969-02-21,56,M,single,ja,Paypal,11,Sueddeutschland,Rheinland-Pfalz,Land,6141.73,502.81,0,1,Kuendiger
1465,1982-08-24,85,M,,nein,Paypal,6,Sueddeutschland,Rheinland-Pfalz,Stadt,5793.31,26.7832,0,1,Kuendiger
1466,1986-02-16,74,M,single,ja,Kreditkarte,11,Norddeutschland,Nordrhein-Westfalen,Land,282.556,105.471,0,0,Kuendiger
1467,1982-07-13,37,F,single,ja,Kreditkarte,11,Norddeutschland,Hamburg,Stadt,5316.22,420.22,0,1,Kuendiger
1468,1972-01-29,54,M,single,ja,Paypal,11,Norddeutschland,Nordrhein-Westfalen,Land,8475.44,234.062,0,0,Kuendiger
1469,1949-07-21,53,M,,nein,Kreditkarte,11,Norddeutschland,Brandenburg,Stadt,5029.07,126.2324,0,0,Kunde
1470,1985-04-10,76,M,,ja,Paypal,11,Norddeutschland,Brandenburg,Stadt,5709.16,534.574,0,1,Kuendiger
1471,1975-02-04,81,F,verheiratet,ja,Kreditkarte,11,Sueddeutschland,Bayern,Stadt,8787.29,552.474,1,1,Kunde
1472,1978-08-17,86,M,,nein,Paypal,11,Norddeutschland,Bremen,Stadt,8839.2,513.442,0,0,Kuendiger
1473,1976-04-21,80,F,,nein,Ueberweisung,11,Sueddeutschland,Rheinland-Pfalz,Stadt,8389.07,393.038,0,0,Kuendiger
1474,1986-05-01,69,F,verheiratet,ja,Ueberweisung,11,Norddeutschland,Schleswig-Holstein,Stadt,8673.55,293.474,1,0,Kuendiger
1475,1966-01-18,38,F,single,nein,Kreditkarte,11,Norddeutschland,Niedersachsen,Land,8465.31,571.112,0,1,Kuendiger
1476,1966-02-08,37,M,single,nein,Kreditkarte,11,Sueddeutschland,Rheinland-Pfalz,Stadt,1169.33,452.442,0,0,Kuendiger
1477,1970-02-02,76,F,single,ja,Kreditkarte,9,Norddeutschland,Brandenburg,Stadt,8779.75,294.378,1,1,Kunde
1478,1984-01-06,21,F,,nein,Kreditkarte,3,Sueddeutschland,Hessen,Stadt,7885.55,196.3728,0,0,Kuendiger
1479,1980-07-12,66,F,single,ja,Paypal,11,Norddeutschland,Berlin,Stadt,4365.44,422.378,0,0,Kuendiger
1480,1969-02-21,76,M,verheiratet,nein,Paypal,5,Sueddeutschland,Hessen,Stadt,2353.6,99.5514,0,0,Kuendiger
1481,1982-08-24,40,M,verheiratet,nein,Kreditkarte,11,Sueddeutschland,Rheinland-Pfalz,Stadt,7771.71,357.952,1,0,Kuendiger
1482,1984-11-12,79,F,verheiratet,nein,Ueberweisung,11,Sueddeutschland,Thueringen,Stadt,275.949,479.882,0,1,Kuendiger
1483,1982-07-13,74,M,verheiratet,nein,Kreditkarte,11,Sueddeutschland,Sachsen,Land,1389.9,56.32,0,0,Kunde
1484,1976-03-15,77,F,,ja,Ueberweisung,11,Sueddeutschland,Hessen,Stadt,2941.06,56.32,0,0,Kunde
1485,1982-08-14,85,M,,nein,Paypal,11,Sueddeutschland,Sachsen-Anhalt,Stadt,5831.02,308.318,0,0,Kuendiger
1486,1960-01-18,47,M,,nein,Kreditkarte,8,Norddeutschland,Niedersachsen,Stadt,2351.14,335.972,0,0,Kuendiger
1487,1983-02-14,57,F,single,nein,Paypal,11,Norddeutschland,Niedersachsen,Stadt,7045.95,428.924,1,1,Kuendiger
1488,1960-09-19,49,M,single,nein,Kreditkarte,11,Sueddeutschland,Saarland,Stadt,9041.49,220.93,1,1,Kuendiger
1489,1985-03-10,40,M,,ja,Paypal,11,Sueddeutschland,Hessen,Stadt,6782.35,292.034,0,0,Kuendiger
1490,1991-08-16,38,M,verheiratet,ja,Kreditkarte,11,Norddeutschland,Bremen,Stadt,5298.92,403.538,0,1,Kunde
1491,1962-06-26,58,F,verheiratet,nein,Ueberweisung,5,Norddeutschland,Niedersachsen,Stadt,1125.3,552.59,0,0,Kunde
1492,1986-11-03,22,M,verheiratet,nein,Kreditkarte,6,Sueddeutschland,Thueringen,Land,3314.92,86.4202,0,0,Kunde
1493,1974-03-14,97,M,,ja,Paypal,11,Norddeutschland,Mecklenburg-Vorpommern,Stadt,3938.34,581.18,0,1,Kunde
1494,1983-04-06,69,M,,ja,Kreditkarte,11,Norddeutschland,Berlin,Land,5212.75,507.084,0,0,Kuendiger
1495,1964-01-23,95,M,single,ja,Kreditkarte,11,Norddeutschland,Schleswig-Holstein,Stadt,2376.43,285.276,0,1,Kunde
1496,1981-09-12,87,F,single,ja,Kreditkarte,5,Norddeutschland,Niedersachsen,Stadt,1293.52,213.344,0,1,Kunde
1497,1984-02-19,51,F,,nein,Ueberweisung,11,Sueddeutschland,Thueringen,Land,3379.09,80.7364,0,0,Kuendiger
1498,1974-01-23,43,M,single,ja,Paypal,9,Sueddeutschland,Hessen,Stadt,5797.67,350.348,0,0,Kunde
1499,1981-03-13,96,M,,nein,Ueberweisung,11,Norddeutschland,Mecklenburg-Vorpommern,Land,4871.36,56.32,0,0,Kunde
1500,1969-01-28,60,F,single,ja,Kreditkarte,9,Sueddeutschland,Hessen,Land,9948.81,231.364,1,0,Kunde
1501,1981-08-17,27,M,single,nein,Kreditkarte,11,Sueddeutschland,Hessen,Stadt,1671.29,483.014,0,0,Kunde
1502,1985-08-02,91,F,verheiratet,nein,Paypal,9,Sueddeutschland,Sachsen,Stadt,,246.8,0,0,Kuendiger
1503,1974-10-04,49,M,,nein,Kreditkarte,9,Norddeutschland,Hamburg,Stadt,2073.07,500.784,0,1,Kunde
1504,1982-04-22,27,F,,nein,Kreditkarte,9,Norddeutschland,Berlin,Stadt,335.328,56.32,0,0,Kunde
1505,1980-06-17,63,M,single,nein,Paypal,9,Sueddeutschland,Bayern,Stadt,9033.56,434.334,0,0,Kunde
1506,1991-08-16,68,M,single,nein,Kreditkarte,11,Sueddeutschland,Hessen,Land,340.901,227.882,0,0,Kunde
1507,1981-03-13,28,M,single,nein,Paypal,9,Sueddeutschland,Sachsen,Stadt,9656.35,364.492,0,0,Kunde
1508,1980-09-18,69,M,verheiratet,nein,Ueberweisung,11,Norddeutschland,Berlin,Land,6710.83,428.264,0,0,Kunde
1509,1984-01-13,78,M,,ja,Kreditkarte,9,Sueddeutschland,Saarland,Stadt,5969.98,554.08,0,0,Kuendiger
1510,1985-06-10,26,F,single,nein,Ueberweisung,9,Sueddeutschland,Thueringen,Stadt,5737.24,125.0094,0,0,Kuendiger
1511,1958-07-28,73,M,,ja,Paypal,9,Norddeutschland,Brandenburg,Land,701.068,185.3196,1,0,Kunde
1512,1960-11-13,32,M,single,nein,Kreditkarte,11,Norddeutschland,Mecklenburg-Vorpommern,Stadt,2417.68,285.822,0,0,Kunde
1513,1958-04-23,65,M,verheiratet,ja,Paypal,9,Norddeutschland,Mecklenburg-Vorpommern,Stadt,8278.38,462.598,0,0,Kunde
1514,1967-06-02,54,F,verheiratet,ja,Ueberweisung,9,Norddeutschland,Mecklenburg-Vorpommern,Stadt,1165.95,522.406,0,0,Kunde
1515,1978-09-11,82,F,single,nein,Kreditkarte,11,Sueddeutschland,Baden-Wuerttemberg,Stadt,7726.55,518.528,0,0,Kunde
1516,1980-02-04,21,F,,nein,Paypal,11,Sueddeutschland,Saarland,Stadt,6423.68,470.018,0,0,Kunde
1517,1982-07-03,65,F,verheiratet,ja,Kreditkarte,9,Norddeutschland,Brandenburg,Stadt,2394.78,266.02,0,0,Kunde
1518,1983-11-07,50,F,,nein,Kreditkarte,11,Sueddeutschland,Thueringen,Stadt,2139.62,579.074,0,1,Kuendiger
1519,1974-04-16,87,M,,ja,Kreditkarte,9,Sueddeutschland,Thueringen,Land,8570.58,56.32,0,0,Kunde
1520,1991-08-16,30,F,single,nein,Ueberweisung,11,Sueddeutschland,Rheinland-Pfalz,Stadt,1786.69,385.226,0,1,Kunde
1521,1980-06-20,18,M,,nein,Ueberweisung,8,Norddeutschland,Brandenburg,Stadt,3744.36,56.32,0,0,Kunde
1522,1982-04-11,25,F,single,nein,Paypal,11,Sueddeutschland,Baden-Wuerttemberg,Stadt,1010.77,56.32,0,0,Kunde
1523,1983-04-10,48,M,single,nein,Paypal,9,Sueddeutschland,Sachsen-Anhalt,Stadt,3959.87,438.34,0,1,Kuendiger
1524,1984-11-09,51,F,single,nein,Kreditkarte,5,Sueddeutschland,Sachsen-Anhalt,Stadt,3211.84,56.32,0,1,Kuendiger
1525,1981-05-02,70,F,single,nein,Kreditkarte,11,Sueddeutschland,Bayern,Stadt,6163.97,125.22,0,0,Kunde
1526,1979-02-11,44,F,,nein,Paypal,5,Sueddeutschland,Baden-Wuerttemberg,Stadt,9228.54,496.712,0,0,Kunde
1527,1984-04-23,50,M,verheiratet,nein,Kreditkarte,9,Sueddeutschland,Bayern,Stadt,1923.12,301.508,0,0,Kuendiger
1528,1982-07-13,94,F,verheiratet,nein,Paypal,9,Norddeutschland,Nordrhein-Westfalen,Stadt,6675.56,107.752,0,0,Kunde
1529,1981-08-15,70,F,verheiratet,nein,Kreditkarte,11,Sueddeutschland,Bayern,Land,4221.18,239.356,0,1,Kunde
1530,1983-09-23,41,F,single,nein,Kreditkarte,9,Sueddeutschland,Sachsen,Land,4356.34,349.414,0,1,Kuendiger
1531,1984-03-23,34,M,single,nein,Kreditkarte,9,Sueddeutschland,Hessen,Land,4972.87,23.1086,0,1,Kuendiger
1532,1982-02-11,56,F,single,nein,Kreditkarte,11,Sueddeutschland,Bayern,Land,6141.73,502.81,0,0,Kunde
1533,1984-05-23,85,M,single,nein,Paypal,9,Sueddeutschland,Hessen,Stadt,5793.31,26.7832,0,0,Kuendiger
1534,1983-04-30,74,M,,ja,Ueberweisung,11,Sueddeutschland,Baden-Wuerttemberg,Land,282.556,105.471,0,0,Kuendiger
1535,1980-06-18,37,F,,ja,Ueberweisung,11,Sueddeutschland,Sachsen-Anhalt,Stadt,5316.22,420.22,0,1,Kunde
1536,1982-02-03,54,F,verheiratet,nein,Kreditkarte,9,Sueddeutschland,Sachsen-Anhalt,Land,8475.44,234.062,0,0,Kunde
1537,1968-08-21,53,F,single,nein,Kreditkarte,11,Norddeutschland,Niedersachsen,Stadt,5029.07,126.2324,1,0,Kunde
1538,1984-01-02,76,M,verheiratet,ja,Kreditkarte,11,Norddeutschland,Hamburg,Stadt,5709.16,534.574,1,1,Kuendiger
1539,1988-02-04,81,F,verheiratet,nein,Ueberweisung,11,Norddeutschland,Mecklenburg-Vorpommern,Stadt,8787.29,552.474,0,1,Kunde
1540,1991-08-16,86,F,verheiratet,nein,Kreditkarte,5,Norddeutschland,Schleswig-Holstein,Stadt,,513.442,0,0,Kunde
1541,1985-08-07,80,F,verheiratet,nein,Ueberweisung,6,Norddeutschland,Brandenburg,Stadt,8389.07,393.038,0,0,Kuendiger
1542,1987-08-29,69,F,,nein,Kreditkarte,8,Sueddeutschland,Thueringen,Stadt,8673.55,293.474,0,0,Kunde
1543,1988-09-04,38,F,,nein,Kreditkarte,5,Norddeutschland,Hamburg,Land,8465.31,571.112,0,0,Kunde
1544,1988-08-15,37,F,,nein,Kreditkarte,11,Norddeutschland,Hamburg,Stadt,1169.33,452.442,0,1,Kunde
1545,1982-01-18,34,M,,nein,Paypal,5,Norddeutschland,Niedersachsen,Land,8746.71,280.386,1,0,Kunde
1546,1981-05-20,52,F,single,ja,Ueberweisung,9,Norddeutschland,Brandenburg,Stadt,8411.26,31.54,0,1,Kunde
1547,1988-03-07,76,F,single,ja,Paypal,9,Norddeutschland,Mecklenburg-Vorpommern,Stadt,1230.96,405.892,0,1,Kunde
1548,1967-08-23,81,M,single,nein,Paypal,9,Sueddeutschland,Rheinland-Pfalz,Land,396.854,529.904,1,0,Kunde
1549,1987-10-07,55,M,single,nein,Kreditkarte,9,Sueddeutschland,Hessen,Land,8575.38,177.2998,0,0,Kunde
1550,1984-03-07,94,F,single,nein,Kreditkarte,9,Sueddeutschland,Thueringen,Land,8725.18,430.042,1,0,Kuendiger
1551,1982-04-04,86,M,,ja,Kreditkarte,9,Sueddeutschland,Rheinland-Pfalz,Land,9288.59,546.634,0,0,Kunde
1552,1981-08-20,63,M,verheiratet,ja,Kreditkarte,9,Norddeutschland,Hamburg,Stadt,904.957,56.32,1,1,Kunde
1553,1979-10-15,57,M,verheiratet,nein,Paypal,8,Norddeutschland,Berlin,Stadt,2812.84,52.9658,0,0,Kunde
1554,1982-02-05,61,M,verheiratet,ja,Ueberweisung,9,Sueddeutschland,Sachsen-Anhalt,Land,8592.77,175.168,0,1,Kunde
1555,1981-06-19,59,F,single,nein,Kreditkarte,11,Sueddeutschland,Sachsen,Stadt,6945.46,22.6738,0,1,Kunde
1556,1987-02-22,32,M,single,nein,Kreditkarte,8,Sueddeutschland,Sachsen,Land,6376.97,356.934,0,1,Kunde
1557,1987-10-30,67,F,single,nein,Kreditkarte,11,Sueddeutschland,Sachsen-Anhalt,Stadt,8776.52,56.32,0,0,Kunde
1558,1984-06-20,42,F,verheiratet,ja,Kreditkarte,9,Sueddeutschland,Bayern,Land,4977.62,169.8858,1,0,Kuendiger
1559,1988-02-29,93,M,,ja,Kreditkarte,11,Norddeutschland,Nordrhein-Westfalen,Stadt,2594.9,414.004,1,0,Kunde
1560,1970-07-30,94,F,single,nein,Kreditkarte,11,Sueddeutschland,Baden-Wuerttemberg,Land,3892.55,506.128,1,0,Kunde
1561,1988-08-03,78,F,verheiratet,ja,Kreditkarte,11,Sueddeutschland,Sachsen,Stadt,8899.06,481.068,1,0,Kunde
1562,1991-08-16,79,F,verheiratet,ja,Kreditkarte,9,Norddeutschland,Hamburg,Stadt,6198.56,174.256,0,1,Kunde
1563,1973-01-13,29,M,verheiratet,nein,Kreditkarte,9,Norddeutschland,Mecklenburg-Vorpommern,Land,2031.54,258.624,0,0,Kunde
1564,1976-05-12,69,M,verheiratet,nein,Kreditkarte,9,Norddeutschland,Hamburg,Stadt,6411.36,493.114,0,0,Kunde
1565,1988-07-02,90,F,,ja,Paypal,9,Norddeutschland,Bremen,Stadt,4141.68,103.8672,0,0,Kunde
1566,1983-10-20,43,F,,ja,Kreditkarte,9,Norddeutschland,Mecklenburg-Vorpommern,Stadt,7729.3,227.108,0,0,Kuendiger
1567,1980-03-09,93,F,,ja,Paypal,8,Norddeutschland,Schleswig-Holstein,Stadt,5029.07,56.32,0,0,Kunde
1568,1983-03-23,54,F,,ja,Ueberweisung,8,Norddeutschland,Berlin,Stadt,2737.6,335.648,0,1,Kuendiger
1569,1979-03-12,32,F,,ja,Kreditkarte,8,Norddeutschland,Berlin,Stadt,510.857,581.342,1,1,Kunde
1570,1982-10-31,61,M,,ja,Paypal,8,Sueddeutschland,Rheinland-Pfalz,Land,9513.27,239.484,0,0,Kunde
1571,1986-03-02,52,F,single,ja,Paypal,9,Sueddeutschland,Baden-Wuerttemberg,Stadt,2494.3,124.0894,0,0,Kunde
1572,1982-07-30,36,F,single,ja,Kreditkarte,8,Sueddeutschland,Saarland,Stadt,9628.36,113.2632,0,0,Kunde
1573,1980-08-11,42,F,single,ja,Ueberweisung,9,Sueddeutschland,Saarland,Stadt,1819.97,497.848,1,1,Kunde
1574,1991-08-16,26,F,single,ja,Kreditkarte,11,Sueddeutschland,Saarland,Stadt,5226.63,56.32,1,1,Kunde
1575,1983-11-05,86,F,single,nein,Paypal,8,Sueddeutschland,Rheinland-Pfalz,Land,8707.31,56.32,0,0,Kuendiger
1576,1972-10-24,62,F,,nein,Ueberweisung,8,Sueddeutschland,Saarland,Land,6331.46,220.556,0,1,Kunde
1577,1960-11-22,44,M,verheiratet,nein,Kreditkarte,10,Sueddeutschland,Bayern,Land,5743.05,318.362,0,1,Kunde
1578,1968-06-16,94,F,single,nein,Kreditkarte,8,Sueddeutschland,Sachsen-Anhalt,Stadt,7899.41,56.32,0,0,Kunde
1579,1979-10-01,29,F,verheiratet,ja,Kreditkarte,9,Sueddeutschland,Sachsen-Anhalt,Stadt,7303.29,233.704,0,0,Kunde
1580,1981-08-20,62,M,,nein,Kreditkarte,8,Sueddeutschland,Sachsen,Stadt,,485.748,0,0,Kunde
1581,1981-05-07,95,F,,nein,Ueberweisung,8,Sueddeutschland,Bayern,Land,,56.32,1,1,Kunde
1582,1982-06-04,67,M,single,nein,Kreditkarte,9,Sueddeutschland,Rheinland-Pfalz,Stadt,,574.94,0,0,Kunde
1583,1991-08-16,82,F,verheiratet,ja,Paypal,3,Sueddeutschland,Saarland,Stadt,9587.77,56.32,0,0,Kunde
1584,1984-02-28,58,F,,ja,Paypal,8,Norddeutschland,Mecklenburg-Vorpommern,Stadt,141.458,53.6882,0,0,Kuendiger
1585,1983-07-18,49,M,,ja,Kreditkarte,11,Norddeutschland,Brandenburg,Stadt,6238.14,532.29,0,1,Kuendiger
1586,1984-11-07,81,F,single,nein,Kreditkarte,5,Norddeutschland,Brandenburg,Stadt,1566.93,56.32,0,0,Kuendiger
1587,1991-08-16,48,M,,nein,Kreditkarte,6,Sueddeutschland,Baden-Wuerttemberg,Stadt,2473.78,483.62,0,0,Kunde
1588,1985-09-21,21,F,single,ja,Kreditkarte,11,Sueddeutschland,Baden-Wuerttemberg,Stadt,7313.88,306.698,0,0,Kuendiger
1589,1969-04-19,88,F,single,nein,Paypal,5,Sueddeutschland,Thueringen,Stadt,3697.02,56.32,0,0,Kunde
1590,1983-05-24,48,M,single,ja,Kreditkarte,11,Norddeutschland,Hamburg,Land,8738.18,457.044,0,0,Kuendiger
1591,1976-08-01,87,F,verheiratet,ja,Kreditkarte,8,Sueddeutschland,Sachsen,Stadt,2174.49,56.32,1,0,Kunde
1592,1971-01-16,72,M,verheiratet,ja,Kreditkarte,8,Norddeutschland,Mecklenburg-Vorpommern,Land,2107.92,274.486,0,0,Kunde
1593,1970-08-27,54,F,single,nein,Paypal,8,Sueddeutschland,Baden-Wuerttemberg,Stadt,6123.17,26.4304,0,0,Kunde
1594,1966-07-20,37,M,single,nein,Ueberweisung,8,Norddeutschland,Niedersachsen,Stadt,4323.55,326.496,0,1,Kunde
1595,1979-07-13,58,F,,nein,Kreditkarte,8,Norddeutschland,Niedersachsen,Stadt,2959.71,355.908,0,0,Kunde
1596,1978-09-01,60,F,single,nein,Kreditkarte,8,Sueddeutschland,Hessen,Stadt,2138.09,450.564,1,0,Kunde
1597,1982-02-03,43,M,verheiratet,ja,Kreditkarte,8,Sueddeutschland,Rheinland-Pfalz,Land,8520.51,56.32,0,0,Kunde
1598,1973-05-12,22,M,single,ja,Kreditkarte,8,Sueddeutschland,Saarland,Land,1543.43,56.32,0,0,Kunde
1599,1979-09-07,55,F,single,nein,Kreditkarte,8,Norddeutschland,Brandenburg,Stadt,2852.8,416.068,1,0,Kunde
1600,1961-11-05,78,M,single,nein,Paypal,8,Norddeutschland,Niedersachsen,Land,5486.46,146.901,0,0,Kunde
1601,1988-05-17,74,M,,nein,Paypal,8,Norddeutschland,Bremen,Stadt,6001.51,148.6234,0,0,Kunde
1602,1959-08-20,55,M,single,ja,Kreditkarte,8,Sueddeutschland,Sachsen-Anhalt,Stadt,5029.07,329.474,0,0,Kunde
1603,1957-07-07,42,F,,nein,Kreditkarte,8,Norddeutschland,Schleswig-Holstein,Stadt,7976.36,361.488,0,0,Kunde
1604,1967-01-04,30,F,,nein,Paypal,8,Sueddeutschland,Hessen,Land,3674.07,332.814,1,0,Kunde
1605,1989-06-13,40,M,single,nein,Paypal,8,Sueddeutschland,Hessen,Stadt,5571.4,296.514,0,1,Kunde
1606,1985-03-31,69,F,single,nein,Ueberweisung,8,Norddeutschland,Bremen,Land,4918.89,513.062,1,0,Kuendiger
1607,1986-06-09,39,M,,ja,Kreditkarte,8,Norddeutschland,Brandenburg,Stadt,8847.47,208.808,0,1,Kunde
1608,1986-11-08,82,F,,ja,Ueberweisung,8,Sueddeutschland,Saarland,Stadt,7900.97,188.8266,0,0,Kunde
1609,1959-08-19,74,F,,ja,Ueberweisung,5,Sueddeutschland,Sachsen-Anhalt,Stadt,4200.2,77.1804,0,0,Kunde
1610,1989-08-23,71,F,,ja,Kreditkarte,8,Sueddeutschland,Saarland,Land,8066.74,64.4946,0,0,Kunde
1611,1984-01-10,37,F,,ja,Paypal,8,Norddeutschland,Berlin,Land,8086.98,20.2986,0,0,Kuendiger
1612,1970-12-28,86,F,,ja,Kreditkarte,8,Norddeutschland,Berlin,Land,253.076,411.702,0,0,Kunde
1613,1991-08-16,70,M,,ja,Ueberweisung,8,Norddeutschland,Berlin,Stadt,6664.92,107.6056,0,0,Kunde
1614,1979-09-30,68,M,,nein,Ueberweisung,8,Sueddeutschland,Hessen,Stadt,4148.64,56.32,0,0,Kunde
1615,1982-06-23,20,M,verheiratet,ja,Kreditkarte,8,Norddeutschland,Brandenburg,Stadt,5963.29,237.142,0,0,Kunde
1616,1974-02-28,92,F,verheiratet,nein,Paypal,8,Sueddeutschland,Baden-Wuerttemberg,Stadt,4739.62,280.91,0,0,Kunde
1617,1974-08-11,34,F,,ja,Kreditkarte,8,Norddeutschland,Berlin,Land,3367.1,510.094,0,0,Kunde
1618,1991-08-16,53,F,verheiratet,ja,Kreditkarte,8,Sueddeutschland,Bayern,Stadt,3431.76,329.424,0,0,Kunde
1619,1987-05-08,94,M,,ja,Kreditkarte,8,Norddeutschland,Niedersachsen,Stadt,7621.32,220.408,0,1,Kunde
1620,1960-06-02,32,F,single,ja,Kreditkarte,9,Sueddeutschland,Saarland,Stadt,5443.02,463.68,0,0,Kunde
1621,1983-03-01,77,F,,ja,Ueberweisung,3,Sueddeutschland,Baden-Wuerttemberg,Stadt,3416.05,467.562,0,0,Kuendiger
1622,1983-01-07,33,M,single,ja,Paypal,11,Norddeutschland,Niedersachsen,Land,2800.04,292.03,0,1,Kuendiger
1623,1987-06-27,30,F,,ja,Paypal,11,Norddeutschland,Schleswig-Holstein,Stadt,4845.76,332.774,0,0,Kunde
1624,1984-09-15,18,F,,nein,Kreditkarte,8,Norddeutschland,Niedersachsen,Stadt,1169.12,56.32,0,0,Kuendiger
1625,1971-01-08,44,F,,nein,Paypal,5,Norddeutschland,Hamburg,Land,1768.92,346.772,0,0,Kunde
1626,1971-08-22,97,F,single,nein,Ueberweisung,6,Sueddeutschland,Saarland,Land,2766.76,433.306,0,0,Kunde
1627,1983-02-06,47,F,verheiratet,nein,Kreditkarte,11,Norddeutschland,Nordrhein-Westfalen,Stadt,5403.94,471.076,0,0,Kuendiger
1628,1981-05-20,72,M,verheiratet,ja,Kreditkarte,8,Norddeutschland,Nordrhein-Westfalen,Land,2215.08,100.2784,0,0,Kunde
1629,1985-11-05,80,F,verheiratet,ja,Ueberweisung,8,Norddeutschland,Schleswig-Holstein,Land,1775.54,388.286,0,0,Kuendiger
1630,1985-08-08,65,F,verheiratet,ja,Ueberweisung,11,Norddeutschland,Niedersachsen,Stadt,5762.69,187.7608,1,0,Kuendiger
1631,1986-04-24,25,F,verheiratet,ja,Paypal,8,Norddeutschland,Niedersachsen,Stadt,8802.32,56.32,0,0,Kunde
1632,1962-07-07,69,M,,nein,Kreditkarte,8,Norddeutschland,Mecklenburg-Vorpommern,Stadt,,237.976,0,0,Kunde
1633,1991-08-16,79,M,,nein,Kreditkarte,8,Norddeutschland,Niedersachsen,Land,,520.072,0,1,Kunde
1634,1982-04-18,73,F,,nein,Ueberweisung,8,Norddeutschland,Niedersachsen,Land,2383.2,395.6,0,0,Kunde
1635,1985-05-18,45,M,single,nein,Paypal,8,Norddeutschland,Hamburg,Stadt,4194.78,354.688,0,1,Kuendiger
1636,1984-06-08,84,M,single,nein,Ueberweisung,8,Sueddeutschland,Sachsen,Land,3414.86,335.446,0,0,Kuendiger
1637,1991-08-16,41,M,single,nein,Kreditkarte,8,Norddeutschland,Nordrhein-Westfalen,Stadt,8580.43,443.11,0,0,Kunde
